,d,t
0,0.1616393050181542,0.4342857142857143
1,0.1616393050181542,0.43757575757575756
2,0.1616393050181542,0.44086580086580085
3,0.1616393050181542,0.44415584415584414
4,0.1616393050181542,0.4474458874458874
5,0.1616393050181542,0.4507359307359307
6,0.1616393050181542,0.454025974
7,0.1616393050181542,0.4573160173160173
8,0.1616393050181542,0.4606060606060606
9,0.1616393050181542,0.46389610389610386
10,0.1616393050181542,0.46718614718614715
11,0.1616393050181542,0.4704761904761905
12,0.1616393050181542,0.4737662337662337
13,0.1616393050181542,0.47705627705627707
14,0.1616393050181542,0.48034632034632035
15,0.1616393050181542,0.48363636363636364
16,0.1616393050181542,0.48692640692640693
17,0.1616393050181542,0.4902164502164502
18,0.1616393050181542,0.4935064935064935
19,0.1616393050181542,0.4967965367965368
20,0.1616393050181542,0.5000865800865801
21,0.1616393050181542,0.5033766233766234
22,0.1616393050181542,0.5066666666666666
23,0.1616393050181542,0.5099567099567099
24,0.1616393050181542,0.5132467532467533
25,0.1616393050181542,0.5165367965367965
26,0.1616393050181542,0.5198268398268399
27,0.1616393050181542,0.5231168831168831
28,0.1616393050181542,0.5264069264069264
29,0.1616393050181542,0.5296969696969697
30,0.1616393050181542,0.532987013
31,0.1616393050181542,0.5362770562770562
32,0.1616393050181542,0.5395670995670996
33,0.1616393050181542,0.5428571428571428
34,0.1616393050181542,0.5461471861471862
35,0.1616393050181542,0.5494372294372294
36,0.1616393050181542,0.5527272727272727
37,0.1616393050181542,0.556017316
38,0.1616393050181542,0.5593073593073593
39,0.1616393050181542,0.5625974025974025
40,0.1616393050181542,0.5658874458874459
41,0.1616393050181542,0.5691774891774892
42,0.1616393050181542,0.5724675324675325
43,0.1616393050181542,0.5757575757575757
44,0.1616393050181542,0.579047619
45,0.1616393050181542,0.5823376623376624
46,0.1616393050181542,0.5856277056277056
47,0.1616393050181542,0.5889177489177488
48,0.1616393050181542,0.5922077922077922
49,0.1616393050181542,0.5954978354978355
50,0.1616393050181542,0.5987878787878788
51,0.1616393050181542,0.6020779220779221
52,0.1616393050181542,0.6053679653679653
53,0.1616393050181542,0.6086580086580087
54,0.1616393050181542,0.6119480519480519
55,0.1616393050181542,0.6152380952380953
56,0.1616393050181542,0.6185281385281385
57,0.1616393050181542,0.6218181818181818
58,0.1616393050181542,0.6251082251082251
59,0.1616393050181542,0.6283982683982684
60,0.1616393050181542,0.6316883116883116
61,0.1616393050181542,0.634978355
62,0.1616393050181542,0.6382683982683983
63,0.1616393050181542,0.6415584415584416
64,0.1616393050181542,0.6448484848484848
65,0.1616393050181542,0.6481385281385281
66,0.1616393050181542,0.6514285714285715
67,0.1616393050181542,0.6547186147186147
68,0.1616393050181542,0.6580086580086579
69,0.1616393050181542,0.6612987012987013
70,0.1616393050181542,0.6645887445887446
71,0.1616393050181542,0.6678787878787878
72,0.1616393050181542,0.6711688311688312
73,0.1616393050181542,0.6744588744588744
74,0.1616393050181542,0.6777489177489178
75,0.1616393050181542,0.681038961
76,0.1616393050181542,0.6843290043290043
77,0.1616393050181542,0.6876190476190476
78,0.1616393050181542,0.6909090909090909
79,0.1616393050181542,0.6941991341991343
80,0.1616393050181542,0.6974891774891775
81,0.1616393050181542,0.7007792207792207
82,0.1616393050181542,0.7040692640692641
83,0.1616393050181542,0.7073593073593074
84,0.1616393050181542,0.7106493506493506
85,0.1616393050181542,0.7139393939393939
86,0.1616393050181542,0.7172294372294372
87,0.1616393050181542,0.7205194805194806
88,0.1616393050181542,0.7238095238095238
89,0.1616393050181542,0.727099567
90,0.1616393050181542,0.7303896103896104
91,0.1616393050181542,0.7336796536796537
92,0.1616393050181542,0.7369696969696969
93,0.1616393050181542,0.7402597402597402
94,0.1616393050181542,0.7435497835497835
95,0.1616393050181542,0.7468398268398269
96,0.1616393050181542,0.7501298701298701
97,0.1616393050181542,0.7534199134199134
98,0.1616393050181542,0.7567099567099567
99,0.1616393050181542,0.76
100,0.1662630235468057,0.4342857142857143
101,0.1662630235468057,0.43757575757575756
102,0.1662630235468057,0.44086580086580085
103,0.1662630235468057,0.44415584415584414
104,0.1662630235468057,0.4474458874458874
105,0.1662630235468057,0.4507359307359307
106,0.1662630235468057,0.454025974
107,0.1662630235468057,0.4573160173160173
108,0.1662630235468057,0.4606060606060606
109,0.1662630235468057,0.46389610389610386
110,0.1662630235468057,0.46718614718614715
111,0.1662630235468057,0.4704761904761905
112,0.1662630235468057,0.4737662337662337
113,0.1662630235468057,0.47705627705627707
114,0.1662630235468057,0.48034632034632035
115,0.1662630235468057,0.48363636363636364
116,0.1662630235468057,0.48692640692640693
117,0.1662630235468057,0.4902164502164502
118,0.1662630235468057,0.4935064935064935
119,0.1662630235468057,0.4967965367965368
120,0.1662630235468057,0.5000865800865801
121,0.1662630235468057,0.5033766233766234
122,0.1662630235468057,0.5066666666666666
123,0.1662630235468057,0.5099567099567099
124,0.1662630235468057,0.5132467532467533
